DE: Experiment,location,DE: Kamera,pointOfView,sceneId,DE: SceneID,DE: Basisszenario,DE: Links_RVA,leftOfBicycleLane,DE: Tr_li-Breite,divideLeftWidth,DE: Tr_li-Art,divideLeftCategory,DE: Tr_li-baulTrennung,divideLeftStructural,DE: Links_RVA+Tr_li-baulTrennung,leftOfBicycleLaneWithStructuralDivide,DE: RVA-Breite,bicycleLaneWidth,DE: Tr_re-Breite,divideRightWidth,DE: Tr_re-Art,divideRightCategory,DE: GW-Breite,pavementWidth,DE: GW-Geschäftsnutzung,pavementHasShows,DE: Breite RVA_nutzbar,bicycleLaneWidthUsable,DE: FS-Art,vehicleLaneUsage,DE: FS-Geschwindigkeit,vehicleLaneMaxspeed,DE: RVA-Lage,bicycleLaneLanes,DE: RVA-Oberfläche,bicycleLaneSurface,DE: Tr_li-Markierung,divideLeftMarking,DE: Tr_re-Markierung,divideRightMarking,DE: Parken,parkingCategory,DE: Seitenraum,rightOfBicycleLane,DE: Protected,divideIsPhysical,TODO: Tobias,DE: Richtungsfreigabe,todoMotorVehicleDirection,DE: besondere Merkmale,bicycleStreetType,DE: FS-Breite,motorVehicleWidth,DE: Verkehrsaufkommen,motorVehicleTrafficVolumen,vote0Unsafe,vote1RatherUnsafe,vote2Save,vote3VerySave,voteSum,voteCount,voteMeans
CP,pavement,C,bicycle,01_CP_C_853,,8,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,80%","11,20%","36,00%","52,00%","100,00%",66,
CP,pavement,C,bicycle,01_CP_C_852,,8,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"1,00%","12,00%","31,00%","56,00%","100,00%",58,
CP,pavement,C,bicycle,01_CP_C_851,,8,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,87%","11,21%","55,14%","31,78%","100,00%",57,
CP,pavement,C,bicycle,01_CP_C_850,,8,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,75%","9,17%","44,95%","43,12%","99,99%",58,
CP,pavement,C,bicycle,01_CP_C_849,,8,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,86%","11,21%","40,52%","47,41%","100,00%",64,
CP,pavement,C,bicycle,01_CP_C_848,,8,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"3,09%","6,19%","44,33%","46,39%","100,00%",63,
CP,pavement,C,bicycle,01_CP_C_847,,8,Fahrstreifen,car_lanes,-,-,-,-,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","7,75%","44,96%","47,29%","100,00%",76,
CP,pavement,C,bicycle,01_CP_C_846,,8,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"2,34%","14,06%","36,72%","46,88%","100,00%",81,
CP,pavement,C,bicycle,01_CP_C_845,,8,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"1,79%","11,61%","33,04%","53,57%","100,01%",62,
CP,pavement,C,bicycle,01_CP_C_844,,8,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"1,40%","9,79%","37,76%","51,05%","100,00%",88,
CP,pavement,C,bicycle,01_CP_C_843,,8,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,92%","7,34%","43,12%","48,62%","100,00%",69,
CP,pavement,C,bicycle,01_CP_C_842,,8,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,71%","14,53%","40,17%","43,59%","100,00%",79,
CP,pavement,C,bicycle,01_CP_C_841,,8,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,80%","9,60%","40,80%","48,80%","100,00%",81,
CP,pavement,C,bicycle,01_CP_C_840,,8,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,92%","8,65%","45,19%","44,23%","99,99%",62,
CP,pavement,C,bicycle,01_CP_C_839,,8,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,86%","12,07%","32,76%","54,31%","100,00%",72,
CP,pavement,C,bicycle,01_CP_C_838,,8,Fahrstreifen,car_lanes,-,-,-,-,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,92%","10,09%","44,95%","44,04%","100,00%",62,
CP,pavement,C,bicycle,01_CP_C_837,,8,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,ja,yes,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,85%","0,85%","36,44%","61,86%","100,00%",69,
CP,pavement,C,bicycle,01_CP_C_836,,8,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,ja,yes,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","3,51%","25,44%","71,05%","100,00%",67,
CP,pavement,C,bicycle,01_CP_C_835,,8,Fahrstreifen,car_lanes,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,84%","6,72%","27,73%","64,71%","100,00%",67,
CP,pavement,C,bicycle,01_CP_C_834,,8,Fahrstreifen,car_lanes,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Fahrstreifen__Sperrpfosten,car_lanes__bollard,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","3,55%","22,70%","73,76%","100,01%",82,
CP,pavement,C,bicycle,01_CP_C_833,,8,Fahrstreifen,car_lanes,breit,wide,Aufpflasterung,paved_hump,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,ja,yes,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,80%","1,60%","35,20%","62,40%","100,00%",84,
CP,pavement,C,bicycle,01_CP_C_832,,8,Fahrstreifen,car_lanes,breit,wide,Grünstreifen,green_verge,Keine,none,Fahrstreifen__Keine,car_lanes__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,ja,yes,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,70%","2,82%","29,58%","66,90%","100,00%",80,
CP,pavement,C,bicycle,01_CP_C_959,,10,Parken,parked_cars,breit,wide,Aufpflasterung,paved_hump,Keine,none,Parken__Keine,parked_cars__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,breit,wide,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","3,28%","19,67%","77,05%","100,00%",80,
CP,pavement,C,bicycle,01_CP_C_958,,10,Parken,parked_cars,breit,wide,Grünstreifen,green_verge,Keine,none,Parken__Keine,parked_cars__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,breit,wide,-,-,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","3,13%","21,88%","75,00%","100,01%",45,
CP,pavement,C,bicycle,01_CP_C_957,,10,Parken,parked_cars,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Parken__Keine,parked_cars__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,breit,wide,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,01%","3,03%","28,28%","67,68%","100,00%",60,
CP,pavement,C,bicycle,01_CP_C_956,,10,Parken,parked_cars,schmal,narrow,Grünstreifen,green_verge,Keine,none,Parken__Keine,parked_cars__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,breit,wide,-,-,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,91%","4,55%","19,09%","75,45%","100,00%",61,
CP,pavement,C,bicycle,01_CP_C_955,,10,Parken,parked_cars,-,-,-,-,Keine,none,Parken__Keine,parked_cars__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,breit,wide,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,75%","2,24%","26,87%","70,15%","100,01%",84,
CP,pavement,C,bicycle,01_CP_C_954,,10,Parken,parked_cars,breit,wide,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Parken__Sperrpfosten,parked_cars__bollard,breit,wide,-,-,-,-,breit,wide,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"1,75%","6,14%","33,33%","58,77%","99,99%",69,
CP,pavement,C,bicycle,01_CP_C_953,,10,Parken,parked_cars,breit,wide,Grünstreifen,green_verge,Sperrpfosten,bollard,Parken__Sperrpfosten,parked_cars__bollard,breit,wide,-,-,-,-,breit,wide,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,00%","2,56%","31,62%","65,81%","99,99%",83,
CP,pavement,C,bicycle,01_CP_C_952,,10,Parken,parked_cars,schmal,narrow,Aufpflasterung,paved_hump,Sperrpfosten,bollard,Parken__Sperrpfosten,parked_cars__bollard,breit,wide,-,-,-,-,breit,wide,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"2,83%","10,38%","25,47%","61,32%","100,00%",62,
CP,pavement,C,bicycle,01_CP_C_951,,10,Parken,parked_cars,schmal,narrow,Grünstreifen,green_verge,Sperrpfosten,bollard,Parken__Sperrpfosten,parked_cars__bollard,breit,wide,-,-,-,-,breit,wide,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Sperrpfosten,,-,,-,,-,,-,"0,90%","4,50%","37,84%","56,76%","100,00%",71,
CP,pavement,C,bicycle,01_CP_C_950,,10,Parken,parked_cars,breit,wide,Aufpflasterung,paved_hump,Keine,none,Parken__Keine,parked_cars__none,breit,wide,-,-,-,-,breit,wide,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,93%","13,08%","32,71%","53,27%","99,99%",67,
CP,pavement,C,bicycle,01_CP_C_949,,10,Parken,parked_cars,breit,wide,Grünstreifen,green_verge,Keine,none,Parken__Keine,parked_cars__none,breit,wide,-,-,-,-,breit,wide,-,-,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,74%","2,94%","27,21%","69,12%","100,01%",86,
CP,pavement,C,bicycle,01_CP_C_948,,10,Parken,parked_cars,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Parken__Keine,parked_cars__none,breit,wide,-,-,-,-,breit,wide,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,83%","8,26%","38,84%","52,07%","100,00%",81,
CP,pavement,C,bicycle,01_CP_C_947,,10,Parken,parked_cars,schmal,narrow,Grünstreifen,green_verge,Keine,none,Parken__Keine,parked_cars__none,breit,wide,-,-,-,-,breit,wide,-,-,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,79%","6,30%","33,86%","59,06%","100,01%",86,
CP,pavement,C,bicycle,01_CP_C_946,,10,Parken,parked_cars,-,-,-,-,Keine,none,Parken__Keine,parked_cars__none,breit,wide,-,-,-,-,breit,wide,-,-,3.5,3.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","7,62%","32,38%","60,00%","100,00%",70,
CP,pavement,C,bicycle,01_CP_C_941,,8,Grünanlage,green_space,breit,wide,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","15,83%","35,00%","49,17%","100,00%",70,
CP,pavement,C,bicycle,01_CP_C_940,,8,Grünanlage,green_space,breit,wide,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","11,21%","42,99%","45,79%","99,99%",63,
CP,pavement,C,bicycle,01_CP_C_939,,8,Grünanlage,green_space,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,69%","6,78%","31,36%","60,17%","100,00%",64,
CP,pavement,C,bicycle,01_CP_C_938,,8,Grünanlage,green_space,schmal,narrow,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,92%","3,67%","38,53%","56,88%","100,00%",72,
CP,pavement,C,bicycle,01_CP_C_937,,8,Grünanlage,green_space,-,-,-,-,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,93%","14,02%","33,64%","51,40%","99,99%",66,
CP,pavement,C,bicycle,01_CP_C_932,,8,Grünanlage,green_space,breit,wide,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,91%","17,27%","31,82%","50,00%","100,00%",60,
CP,pavement,C,bicycle,01_CP_C_931,,8,Grünanlage,green_space,breit,wide,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","10,68%","35,92%","53,40%","100,00%",51,
CP,pavement,C,bicycle,01_CP_C_930,,8,Grünanlage,green_space,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,90%","10,48%","33,33%","54,29%","100,00%",59,
CP,pavement,C,bicycle,01_CP_C_929,,8,Grünanlage,green_space,schmal,narrow,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,63%","9,76%","38,21%","50,41%","100,01%",70,
CP,pavement,C,bicycle,01_CP_C_928,,8,Grünanlage,green_space,-,-,-,-,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Aufpflasterung,paved_hump,schmal,narrow,ja,yes,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,52%","7,56%","39,50%","50,42%","100,00%",78,
CP,pavement,C,bicycle,01_CP_C_923,,8,Grünanlage,green_space,breit,wide,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,ja,yes,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,83%","8,26%","21,49%","69,42%","100,00%",68,
CP,pavement,C,bicycle,01_CP_C_922,,8,Grünanlage,green_space,breit,wide,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,ja,yes,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,44%","8,13%","25,20%","64,23%","100,00%",81,
CP,pavement,C,bicycle,01_CP_C_921,,8,Grünanlage,green_space,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,75%","2,63%","31,58%","64,04%","100,00%",61,
CP,pavement,C,bicycle,01_CP_C_920,,8,Grünanlage,green_space,schmal,narrow,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","5,19%","27,41%","67,41%","100,01%",78,
CP,pavement,C,bicycle,01_CP_C_919,,8,Grünanlage,green_space,-,-,-,-,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Grünstreifen,green_verge,schmal,narrow,ja,yes,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","7,44%","28,10%","64,46%","100,00%",70,
CP,pavement,C,bicycle,01_CP_C_914,,8,Grünanlage,green_space,breit,wide,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,65%","7,44%","22,31%","68,60%","100,00%",68,
CP,pavement,C,bicycle,01_CP_C_913,,8,Grünanlage,green_space,breit,wide,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,ja,yes,2.5,2.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,95%","9,52%","27,62%","61,90%","99,99%",60,
CP,pavement,C,bicycle,01_CP_C_912,,8,Grünanlage,green_space,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,ja,yes,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,98%","2,94%","31,37%","64,71%","100,00%",60,
CP,pavement,C,bicycle,01_CP_C_911,,8,Grünanlage,green_space,schmal,narrow,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,ja,yes,3,3,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"0,00%","4,31%","34,48%","61,21%","100,00%",70,
CP,pavement,C,bicycle,01_CP_C_910,,8,Grünanlage,green_space,-,-,-,-,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,schmal,narrow,Grünstreifen,green_verge,schmal,narrow,ja,yes,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"2,83%","5,66%","28,30%","63,21%","100,00%",55,
CP,pavement,C,bicycle,01_CP_C_905,,8,Grünanlage,green_space,breit,wide,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,-,-,-,-,schmal,narrow,ja,yes,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"4,17%","21,67%","34,17%","40,00%","100,01%",75,
CP,pavement,C,bicycle,01_CP_C_904,,8,Grünanlage,green_space,breit,wide,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,-,-,-,-,schmal,narrow,ja,yes,2.75,2.75,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"4,10%","13,11%","37,70%","45,08%","99,99%",68,
CP,pavement,C,bicycle,01_CP_C_903,,8,Grünanlage,green_space,schmal,narrow,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,-,-,-,-,schmal,narrow,ja,yes,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,01%","20,20%","33,33%","45,45%","99,99%",55,
CP,pavement,C,bicycle,01_CP_C_902,,8,Grünanlage,green_space,schmal,narrow,Grünstreifen,green_verge,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,-,-,-,-,schmal,narrow,ja,yes,3.25,3.25,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,48%","11,11%","39,26%","48,15%","100,00%",74,
CP,pavement,C,bicycle,01_CP_C_901,,8,Grünanlage,green_space,-,-,-,-,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,-,-,-,-,schmal,narrow,ja,yes,3.5,3.5,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,98%","18,81%","37,62%","41,58%","99,99%",52,
CP,pavement,C,bicycle,01_CP_C_896,,8,Grünanlage,green_space,breit,wide,Aufpflasterung,paved_hump,Keine,none,Grünanlage__Keine,green_space__none,breit,wide,breit,wide,Aufpflasterung,paved_hump,schmal,narrow,-,-,2,2,,-,,-,,-,,-,,-,,-,,-,Gehweg,sidewalk,,-,CP____Keine,,-,,-,,-,,-,"1,75%","4,39%","36,84%","57,02%","100,00%",69,
